#,접수번호,접수일자,검체유형,시설명,시료명,의뢰기관,의뢰자,대표자,진행상황,부적합항목수,부적합항목,제조번호,제조일자,유통기한,확인일,의뢰구분,성적서용도,검사목적,검사결과,공문번호,공문의뢰일,문서시행번호,문서시행일,최종승인일,담당팀,담당자,채취방법,채취확인자,업체명,업종,배출시설,의뢰주소,전화번호,이동전화,이메일,채취일자,채취장소,처리기간,처리일,수수료,항목수
,2792400131-05,2024-04-24,대기및악취/지도점검/대 기,,15-04-18,포천시,포천시장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,환경지도과-8301,2024-05-03,경기도보건환경연구원북부지원-6419,2024-05-07,2024-05-07,대기환경팀(B),김찬혁,,,,,텐타시설,경기도 포천시 중앙로 87,,,,2024-04-24,,20,2024-05-23,0,2
,2792400132-01,2024-05-02,대기및악취/지도점검/대 기,,환경관리5-11,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-03,관원,,,적합,기후환경관리과-11926,2024-05-02,경기도보건환경연구원북부지원-6319,2024-05-03,2024-05-03,대기환경팀(B),김찬혁,,,,,도장시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-04-30,,0,,0,2
,2792400133-01,2024-05-03,대기및악취/지도점검/대 기,,환경관리5-12,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,기후환경관리과-12056,2024-05-02,경기도보건환경연구원북부지원-6416,2024-05-07,2024-05-07,대기환경팀(B),김찬혁,,,,,연마시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-02,,20,2024-06-03,0,2
,2792400134-01,2024-05-03,대기및악취/지도점검/대 기,,환경관리5-13,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-07,관원,,,적합,기후환경관리과-12145,2024-05-03,경기도보건환경연구원북부지원-6417,2024-05-07,2024-05-07,대기환경팀(B),김찬혁,,,,,가열건조혼합계량선별시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-03,,20,2024-06-03,0,2
,2792400135-01,2024-05-08,실내공기질/실내공기질/나,남양주삼성요양원,1층 로비,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-22,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-7206,2024-05-22,2024-05-22,대기환경팀(B),김지영,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-05-08,경기 남양주시 진건읍 진건오남로374번길 29-8,11,2024-05-23,0,5
,2792400135-02,2024-05-08,실내공기질/실내공기질/나,남양주삼성요양원,3층 생활거실,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-22,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-7206,2024-05-22,2024-05-22,대기환경팀(B),김지영,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-05-08,경기 남양주시 진건읍 진건오남로374번길 29-8,11,2024-05-23,0,5
,2792400136-01,2024-05-08,실내공기질/실내공기질/나,노블스테이요양원,2층 로비,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-22,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-7206,2024-05-22,2024-05-22,대기환경팀(B),김지영,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-05-08,경기 남양주시 오남읍 진건오남로555번길 17-5,11,2024-05-23,0,5
,2792400136-02,2024-05-08,실내공기질/실내공기질/나,노블스테이요양원,3층 로비,남양주시,남양주시장,,결과승인완료,0,,,,,2024-05-22,관원,,,적합,기후에너지과-3262,2024-01-19,경기도보건환경연구원북부지원-7206,2024-05-22,2024-05-22,대기환경팀(B),김지영,,,,,노인요양시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-05-08,경기 남양주시 오남읍 진건오남로555번길 17-5,11,2024-05-23,0,5
,2792400137-01,2024-04-30,대기및악취/지도점검/대 기,,환경관리5-10,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-09,관원,,,적합,기후환경관리과-12496,2024-05-08,경기도보건환경연구원북부지원-6622,2024-05-10,2024-05-09,대기환경팀(B),김찬혁,,,,,도장및건조시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-04-29,,20,2024-05-29,0,2
,2792400138-01,2024-05-08,대기및악취/지도점검/대 기,,환경관리5-14,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-09,관원,,,적합,기후환경관리과-12539,2024-05-08,경기도보건환경연구원북부지원-6621,2024-05-10,2024-05-09,대기환경팀(B),김찬혁,,,,,가열건조혼합선별시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-08,,20,2024-06-05,0,2
,2792400139-01,2024-05-09,대기및악취/지도점검/대 기,,환경관리5-15,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-13,관원,,,적합,기후환경관리과-12730,2024-05-10,경기도보건환경연구원북부지원-6752,2024-05-13,2024-05-13,대기환경팀(B),김찬혁,,,,,텐터시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-09,,20,2024-06-07,0,2
,2792400141-01,2024-05-09,대기및악취/지도점검/대 기,,(주)21그램그룹,남양주시,남양주시장,,결과승인완료,1,질소산화물,,,,2024-05-17,관원,,,부적합,기후에너지과-20407,2024-04-30,경기도보건환경연구원북부지원-7008,2024-05-17,2024-05-17,대기환경팀(B),김찬혁,,,,,동물화장시설,경기 남양주시 경춘로 1037 (금곡동),,,,2024-05-09,경기 남양주시 화도읍 수레로964번길 86,7,2024-05-20,0,6
,2792400142-01,2024-05-13,대기및악취/지도점검/대 기,포포즈 반려동물 장례식장 양주점,포포즈 반려동물 장례식장 양주점,양주시,양주시장,,결과승인완료,1,질소산화물,,,,2024-05-20,관원,,,부적합,기후에너지과-14650,2024-05-02,경기도보건환경연구원북부지원-7098,2024-05-20,2024-05-20,대기환경팀(B),김재광,,,,,동물화장시설,경기도 양주시 부흥로 1533,,,,2024-05-13,경기 양주시 광적면 부흥로 145 포포즈 반려동물 장례식장 양주점,7,2024-05-22,0,5
,2792400143-01,2024-05-02,대기및악취/지도점검/대 기,,15-04-19,포천시,포천시장,,결과승인완료,0,,,,,2024-05-17,관원,,,적합,환경지도과-9058,2024-05-14,경기도보건환경연구원북부지원-7009,2024-05-17,2024-05-17,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-04-30,,20,2024-05-31,0,2
,2792400144-01,2024-05-16,실내공기질/실내공기질/나,광탄어린이집,A동 보육실,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-29,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-7648,2024-05-29,2024-05-29,대기환경팀(B),김지영,,,,,어린이집,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-16,경기 파주시 광탄면 혜음로 1305,11,2024-05-31,0,5
,2792400144-02,2024-05-16,실내공기질/실내공기질/나,광탄어린이집,B동 특별활동실,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-29,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-7648,2024-05-29,2024-05-29,대기환경팀(B),김지영,,,,,어린이집,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-16,경기 파주시 광탄면 혜음로 1305,11,2024-05-30,0,5
,2792400145-01,2024-05-16,실내공기질/실내공기질/나,파주행복요양원,프로그램실,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-29,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-7648,2024-05-29,2024-05-29,대기환경팀(B),김지영,,,,,노인요양시설,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-16,경기 파주시 광탄면 양지말길 89,11,2024-05-30,0,5
,2792400145-02,2024-05-16,실내공기질/실내공기질/나,파주행복요양원,물리치료실,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-05-29,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-7648,2024-05-29,2024-05-29,대기환경팀(B),김지영,,,,,노인요양시설,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-05-16,경기 파주시 광탄면 양지말길 89,11,2024-05-30,0,5
,2792400146-01,2024-05-20,대기및악취/지도점검/대 기,(주)이원환경기술,(주)이원환경기술-3호기,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-06-03,관원,,,적합,기후환경관리과-13351,2024-05-16,경기도보건환경연구원북부지원-7852,2024-06-03,2024-06-03,대기환경팀(B),위효빈,,,,,고형연료제품사용시설(950kg/hr),경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-20,경기 포천시 신북면 신창길 34-1 측정공,12,2024-06-04,0,10
,2792400147-01,2024-05-21,대기및악취/지도점검/대 기,린텍스기업(주),린텍스기업(주),경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-24,관원,,,적합,기후환경관리과-12393,2024-05-07,경기도보건환경연구원북부지원-7366,2024-05-24,2024-05-24,대기환경팀(B),민선웅,,,,,고형연료제품사용시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-17,경기 파주시 법원읍 술이홀로 960-1 배출시설 측정공,20,2024-06-18,0,3
,2792400148-01,2024-05-21,대기및악취/지도점검/대 기,,15-5-1,포천시,포천시장,,결과승인완료,0,,,,,2024-05-21,관원,,,적합,환경지도과-9140,2024-05-16,경기도보건환경연구원북부지원-7180,2024-05-21,2024-05-21,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-05-02,,20,2024-06-18,0,2
,2792400148-02,2024-05-21,대기및악취/지도점검/대 기,,15-5-2,포천시,포천시장,,결과승인완료,0,,,,,2024-05-21,관원,,,적합,환경지도과-9140,2024-05-16,경기도보건환경연구원북부지원-7180,2024-05-21,2024-05-21,대기환경팀(B),김찬혁,,,,,도장시설,경기도 포천시 중앙로 87,,,,2024-05-09,,20,2024-06-18,0,2
,2792400149-01,2024-04-17,대기및악취/지도점검/대 기,,15-4-20,포천시,포천시장,,결과승인완료,0,,,,,2024-05-21,관원,,,적합,환경지도과-9314,2024-05-20,경기도보건환경연구원북부지원-7181,2024-05-21,2024-05-21,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-04-11,,30,2024-05-30,0,2
,2792400150-01,2024-05-17,대기및악취/지도점검/대 기,,환경관리5-16,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-21,관원,,,적합,기후환경관리과-13532,2024-05-20,경기도보건환경연구원북부지원-7182,2024-05-21,2024-05-21,대기환경팀(B),김찬혁,,,,,텐터시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-17,,20,2024-06-14,0,2
,2792400151-01,2024-05-21,대기및악취/지도점검/대 기,한미염공,한미염공,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-31,관원,,,적합,기후환경관리과-13351,2024-05-16,경기도보건환경연구원북부지원-7739,2024-05-31,2024-05-31,대기환경팀(B),김재광,,,,고형연료사용시설,고형연료제품사용시설(595kg/hr),경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-21,경기 포천시 신북면 신평로26번길 55 한미염공,10,2024-06-03,0,11
,2792400152-01,2024-05-22,대기및악취/지도점검/대 기,(주)천일에너지,(주)천일에너지-1호기,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-06-03,관원,,,적합,기후환경관리과-12035,2024-05-03,경기도보건환경연구원북부지원-7853,2024-06-03,2024-06-03,대기환경팀(B),위효빈,,,,,"고형연료제품사용시설(5,625kg/hr)",경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-22,경기 포천시 영중면 양문공단로3길 20 측정공,10,2024-06-04,0,10
,2792400153-01,2024-05-21,대기및악취/지도점검/대 기,,환경관리5-17,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-24,관원,,,적합,기후환경관리과-13858,2024-05-21,경기도보건환경연구원북부지원-7373,2024-05-24,2024-05-24,대기환경팀(B),김찬혁,,,,,다림질시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-21,,20,2024-06-18,0,2
,2792400154-01,2024-05-24,대기및악취/지도점검/대 기,,환경관리5-18,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-27,관원,,,적합,기후환경관리과-14179,2024-05-24,경기도보건환경연구원북부지원-7489,2024-05-28,2024-05-28,대기환경팀(B),김찬혁,,,,,텐터시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-23,,20,2024-06-21,0,2
,2792400155-01,2024-05-24,대기및악취/지도점검/대 기,,환경관리5-19,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-05-27,관원,,,적합,기후환경관리과-14304,2024-05-27,경기도보건환경연구원북부지원-7488,2024-05-28,2024-05-28,대기환경팀(B),김찬혁,,,,,텐터시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-24,,20,2024-06-21,0,2
,2792400156-01,2024-05-28,실내공기질/실내공기질/나,동두천경찰서어린이집,2층 유희실,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,어린이집,경기도 동두천시 방죽로 23,,,,2024-05-28,경기 동두천시 상패로 89 (상패동),11,2024-06-12,0,5
,2792400156-02,2024-05-28,실내공기질/실내공기질/나,동두천경찰서어린이집,3층 해솔반,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,어린이집,경기도 동두천시 방죽로 23,,,,2024-05-28,경기 동두천시 상패로 89 (상패동),11,2024-06-12,0,5
,2792400157-01,2024-05-28,실내공기질/실내공기질/나,동두천노인복지요양센터,1층 로비,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,노인요양시설,경기도 동두천시 방죽로 23,,,,2024-05-28,경기 동두천시 상패로 85 (상패동),11,2024-06-12,0,5
,2792400157-02,2024-05-28,실내공기질/실내공기질/나,동두천노인복지요양센터,2층 로비,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,노인요양시설,경기도 동두천시 방죽로 23,,,,2024-05-28,경기 동두천시 상패로 85 (상패동),11,2024-06-12,0,5
,2792400158-01,2024-05-22,대기및악취/지도점검/대 기,태호,태호,동두천시,동두천시장,,결과승인완료,1,일산화탄소,,,,2024-05-29,관원,,,부적합,환경보호과-22178,2024-05-13,경기도보건환경연구원북부지원-7651,2024-05-29,2024-05-29,대기환경팀(B),민선웅,,,,,폐기물소각시설(195kg/h),경기도 동두천시 방죽로 23,,,,2024-05-22,경기 동두천시 봉동로 270 (하봉암동),20,2024-06-20,0,6
,2792400159-01,2024-05-29,실내공기질/실내공기질/나,주사량요양원,2층 거실,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,노인요양시설,경기도 동두천시 방죽로 23,,,,2024-05-29,경기 동두천시 중앙로298번길 6-10 (생연동),11,2024-06-13,0,5
,2792400159-02,2024-05-29,실내공기질/실내공기질/나,주사량요양원,3층 로비,동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-12,관원,,,적합,환경보호과-4590,2024-01-26,경기도보건환경연구원북부지원-8386,2024-06-12,2024-06-12,대기환경팀(B),김지영,,,,,노인요양시설,경기도 동두천시 방죽로 23,,,,2024-05-29,경기 동두천시 중앙로298번길 6-10 (생연동),11,2024-06-13,0,5
,2792400160-01,2024-05-16,대기및악취/지도점검/대 기,,15-5-5,포천시,포천시장,,결과승인완료,0,,,,,2024-05-30,관원,,,적합,환경지도과-9874,2024-05-28,경기도보건환경연구원북부지원-7684,2024-05-30,2024-05-30,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-05-16,,20,2024-06-13,0,2
,2792400160-02,2024-05-16,대기및악취/지도점검/대 기,,15-5-6,포천시,포천시장,,결과승인완료,0,,,,,2024-05-30,관원,,,적합,환경지도과-9874,2024-05-28,경기도보건환경연구원북부지원-7684,2024-05-30,2024-05-30,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-05-16,,20,2024-06-13,0,2
,2792400160-03,2024-05-22,대기및악취/지도점검/대 기,,15-5-7,포천시,포천시장,,결과승인완료,0,,,,,2024-05-30,관원,,,적합,환경지도과-9874,2024-05-28,경기도보건환경연구원북부지원-7684,2024-05-30,2024-05-30,대기환경팀(B),김찬혁,,,,,건조시설,경기도 포천시 중앙로 87,,,,2024-05-20,,20,2024-06-19,0,2
,2792400160-04,2024-05-21,대기및악취/지도점검/대 기,,15-5-8,포천시,포천시장,,결과승인완료,0,,,,,2024-05-30,관원,,,적합,환경지도과-9874,2024-05-28,경기도보건환경연구원북부지원-7684,2024-05-30,2024-05-30,대기환경팀(B),김찬혁,,,,,건조시설,경기도 포천시 중앙로 87,,,,2024-05-21,,20,2024-06-18,0,2
,2792400160-05,2024-05-22,대기및악취/지도점검/대 기,,15-5-9,포천시,포천시장,,결과승인완료,0,,,,,2024-05-30,관원,,,적합,환경지도과-9874,2024-05-28,경기도보건환경연구원북부지원-7684,2024-05-30,2024-05-30,대기환경팀(B),김찬혁,,,,,가열시설,경기도 포천시 중앙로 87,,,,2024-05-22,,20,2024-06-19,0,2
,2792400160-06,2024-05-23,대기및악취/지도점검/대 기,,15-5-10,포천시,포천시장,,결과승인완료,0,,,,,2024-05-30,관원,,,적합,환경지도과-9874,2024-05-28,경기도보건환경연구원북부지원-7684,2024-05-30,2024-05-30,대기환경팀(B),김찬혁,,,,,인쇄및건조시설,경기도 포천시 중앙로 87,,,,2024-05-23,,20,2024-06-20,0,2
,2792400161-01,2024-05-16,대기및악취/지도점검/대 기,,15-5-3,포천시,포천시장,,결과승인완료,0,,,,,2024-05-30,관원,,,적합,환경지도과-9877,2024-05-28,경기도보건환경연구원북부지원-7686,2024-05-30,2024-05-30,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-05-13,,20,2024-06-13,0,2
,2792400161-02,2024-05-16,대기및악취/지도점검/대 기,,15-5-4,포천시,포천시장,,결과승인완료,0,,,,,2024-05-30,관원,,,적합,환경지도과-9877,2024-05-28,경기도보건환경연구원북부지원-7686,2024-05-30,2024-05-30,대기환경팀(B),김찬혁,,,,,건조시설,경기도 포천시 중앙로 87,,,,2024-05-14,,20,2024-06-13,0,2
,2792400162-01,2024-05-28,대기및악취/지도점검/대 기,(주)케이엠물산,(주)케이엠물산_보일러(3t/hr),동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-05,관원,,,적합,환경보호과-22178,2024-05-13,경기도보건환경연구원북부지원-8040,2024-06-05,2024-06-05,대기환경팀(B),김재광,,,,,보일러(3t/hr),경기도 동두천시 방죽로 23,,,,2024-05-28,경기 동두천시 봉동로 270 (하봉암동),7,2024-06-05,0,4
,2792400162-02,2024-05-28,대기및악취/지도점검/대 기,(주)케이엠물산,(주)케이엠물산_다림질시설(200m3),동두천시,동두천시장,,결과승인완료,0,,,,,2024-06-05,관원,,,적합,환경보호과-22178,2024-05-13,경기도보건환경연구원북부지원-8040,2024-06-05,2024-06-05,대기환경팀(B),김재광,,,,,다림질시설(200m3),경기도 동두천시 방죽로 23,,,,2024-05-28,경기 동두천시 봉동로 270 (하봉암동),7,2024-06-05,0,4
,2792400163-01,2024-05-30,실내공기질/실내공기질/나,성신요양원,1층 복도,양주시,양주시장,,결과승인완료,0,,,,,2024-06-03,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-7871,2024-06-03,2024-06-03,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-05-30,경기 양주시 양주산성로49번길 54 (남방동),3,2024-06-03,0,1
,2792400163-02,2024-05-30,실내공기질/실내공기질/나,성신요양원,2층 거실,양주시,양주시장,,결과승인완료,0,,,,,2024-06-03,관원,,,적합,기후에너지과-2273,2024-01-18,경기도보건환경연구원북부지원-7871,2024-06-03,2024-06-03,대기환경팀(B),김지영,,,,,노인요양시설,경기도 양주시 부흥로 1533,,,,2024-05-30,경기 양주시 양주산성로49번길 54 (남방동),3,2024-06-03,0,1
,2792400164-01,2024-06-03,실내공기질/실내공기질/나,연세하늘병원,1층 로비,의정부시,의정부시장,,결과승인완료,1,총부유세균,,,,2024-06-17,관원,,,부적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-8602,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,의료기관,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-06-03,경기 의정부시 평화로 704 (가능동),11,2024-06-18,0,5
,2792400164-02,2024-06-03,실내공기질/실내공기질/나,연세하늘병원,5층 로비,의정부시,의정부시장,,결과승인완료,0,,,,,2024-06-17,관원,,,부적합,환경관리과-1500,2024-01-18,경기도보건환경연구원북부지원-8602,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,의료기관,경기 의정부시 호국로1049번길 39 (가능동),,,,2024-06-03,경기 의정부시 평화로 704 (가능동),11,2024-06-18,0,5
,2792400165-01,2024-06-03,실내공기질/실내공기질/나,어울림어린이집,1층 로비,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-06-17,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-8603,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,어린이집,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-06-03,경기 파주시 문산읍 통일로 1750 (문산어울림),11,2024-06-18,0,5
,2792400165-02,2024-06-03,실내공기질/실내공기질/나,어울림어린이집,2층 로비,파주시 푸른환경사업본부,푸른환경사업본부장,,결과승인완료,0,,,,,2024-06-17,관원,,,적합,환경지도과-3345,2024-01-26,경기도보건환경연구원북부지원-8603,2024-06-17,2024-06-17,대기환경팀(B),김지영,,,,,어린이집,경기 파주시 시민회관길 16-11 (금촌동),,,,2024-06-03,경기 파주시 문산읍 통일로 1750 (문산어울림),11,2024-06-18,0,5
,4792400001-01,2024-05-28,실내공기질/실내공기질/기타,남문중학교,남문중학교 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-05-28,경기 양주시 남면 개나리18길 1,0,,0,2
,4792400002-01,2024-05-29,실내공기질/실내공기질/기타,양주도담학교,양주도담학교 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-05-29,경기 양주시 옥정서로5길 121 (옥정동),0,,0,2
,4792400003-01,2024-05-30,실내공기질/실내공기질/기타,유양초등학교,유양초등학교 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-05-30,경기 양주시 부흥로 1373-7 (유양동),0,,0,2
,4792400004-01,2024-06-03,실내공기질/실내공기질/기타,마정초등학교,마정초등학교 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-06-03,경기 파주시 문산읍 마정로124번길 13,0,,0,2
,4792400005-01,2024-06-04,실내공기질/실내공기질/기타,새얼학교,새얼학교 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-06-04,경기 파주시 법원읍 술이홀로1333번길 69,0,,0,2
,2792400166-01,2024-05-28,대기및악취/지도점검/대 기,,환경관리5-20,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-06-10,관원,,,적합,기후환경관리과-14749,2024-05-29,경기도보건환경연구원북부지원-8158,2024-06-10,2024-06-10,대기환경팀(B),김찬혁,,,,,텐터시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-28,,20,2024-06-25,0,8
,2792400167-01,2024-05-29,대기및악취/지도점검/대 기,,환경관리5-21,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-06-10,관원,,,적합,기후환경관리과-14925,2024-05-30,경기도보건환경연구원북부지원-8163,2024-06-10,2024-06-10,대기환경팀(B),김찬혁,,,,,텐터시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-29,,20,2024-06-26,0,8
,2792400168-01,2024-05-30,대기및악취/지도점검/대 기,,환경관리5-22,경기도 기후환경관리과,기후환경관리과장,,결과승인완료,0,,,,,2024-06-10,관원,,,적합,기후환경관리과-15092,2024-05-31,경기도보건환경연구원북부지원-8164,2024-06-10,2024-06-10,대기환경팀(B),김찬혁,,,,,텐터시설,경기 수원시 팔달구 효원로 1 신관3층 104호 (매산로3가),,,,2024-05-30,,20,2024-06-27,0,8
,4792400006-01,2024-06-05,실내공기질/실내공기질/기타,양주유치원,양주유치원 통학차량,경기도보건환경연구원북부지원,북부지원장,,결과승인완료,0,,,,,2024-06-12,자체,참고용,,상기실험확인함,,,경기도보건환경연구원북부지원-8623,2024-06-17,2024-06-12,대기환경팀(B),김지영,,,,,통학차량,경기도 의정부시 청사로 1,,,,2024-06-05,경기 양주시 옥정동로 240 (옥정동),0,,0,2
,2792400169-01,2024-05-31,대기및악취/지도점검/대 기,,15-5-11,포천시,포천시장,,결과승인완료,0,,,,,2024-06-07,관원,,,적합,환경지도과-10259,2024-06-04,경기도보건환경연구원북부지원-8101,2024-06-07,2024-06-07,대기환경팀(B),김찬혁,,,,,제재시설,경기도 포천시 중앙로 87,,,,2024-05-28,,20,2024-06-28,0,2
,2792400169-02,2024-05-31,대기및악취/지도점검/대 기,,15-5-12,포천시,포천시장,,결과승인완료,0,,,,,2024-06-07,관원,,,적합,환경지도과-10259,2024-06-04,경기도보건환경연구원북부지원-8101,2024-06-07,2024-06-07,대기환경팀(B),김찬혁,,,,,도장시설,경기도 포천시 중앙로 87,,,,2024-05-28,,20,2024-06-28,0,2
